elapsed_seconds, cpu_percentage, threads, stack_committed_mb, stack_reserved_mb, heap_used_mb, eden_mb, s0_kb, s1_kb, old_mb, meta_mb, compressed_class_mb, ygc, ygct, fgc, fgct, cgc, cgct, gct
348, 393.1, 35, 2, 34, 3202.0, 3120, 0.0, 0.0, 82, 35, 4, 642, 0.008, 0, 0.000, 38, 0.000, 0.009
350, 393.9, 35, 2, 34, 1480.0, 1396, 0.0, 0.0, 84, 35, 4, 647, 0.008, 0, 0.000, 38, 0.000, 0.009
352, 394.6, 35, 2, 34, 1364.0, 1280, 0.0, 0.0, 84, 35, 4, 650, 0.008, 0, 0.000, 38, 0.000, 0.009
354, 392.4, 35, 2, 34, 1596.0, 1512, 0.0, 0.0, 84, 35, 4, 653, 0.008, 0, 0.000, 38, 0.000, 0.009
356, 394.8, 35, 2, 34, 1644.0, 1560, 0.0, 0.0, 84, 35, 4, 656, 0.008, 0, 0.000, 38, 0.000, 0.009
358, 392.6, 35, 2, 34, 1302.0, 1218, 0.0, 0.0, 84, 35, 4, 659, 0.008, 0, 0.000, 38, 0.000, 0.009
360, 394.9, 35, 2, 34, 1704.0, 1620, 0.0, 0.0, 84, 35, 4, 662, 0.009, 0, 0.000, 38, 0.000, 0.009
362, 399.1, 35, 2, 34, 1448.0, 1364, 0.0, 0.0, 84, 35, 4, 665, 0.009, 0, 0.000, 38, 0.000, 0.009
364, 400.0, 35, 2, 34, 1558.0, 1472, 0.0, 0.0, 86, 35, 4, 668, 0.009, 0, 0.000, 38, 0.000, 0.009
366, 396.3, 35, 2, 34, 1690.0, 1604, 0.0, 0.0, 86, 35, 4, 671, 0.009, 0, 0.000, 38, 0.000, 0.009
368, 397.3, 35, 2, 34, 1576.0, 1490, 0.0, 0.0, 86, 35, 4, 674, 0.009, 0, 0.000, 38, 0.000, 0.009
370, 393.3, 35, 2, 34, 3252.0, 3166, 0.0, 0.0, 86, 35, 4, 678, 0.009, 0, 0.000, 38, 0.000, 0.009
372, 393.2, 35, 2, 34, 1610.0, 1524, 0.0, 0.0, 86, 35, 4, 683, 0.009, 0, 0.000, 38, 0.000, 0.009
374, 391.1, 35, 2, 34, 2040.0, 1954, 0.0, 0.0, 86, 35, 4, 686, 0.009, 0, 0.000, 38, 0.000, 0.009
376, 394.5, 35, 2, 34, 3300.0, 3214, 0.0, 0.0, 86, 35, 4, 690, 0.009, 0, 0.000, 38, 0.000, 0.009
377, 401.3, 35, 2, 34, 1376.0, 1290, 0.0, 0.0, 86, 35, 4, 695, 0.009, 0, 0.000, 38, 0.000, 0.009
379, 392.6, 35, 2, 34, 1556.0, 1470, 0.0, 0.0, 86, 35, 4, 698, 0.009, 0, 0.000, 38, 0.000, 0.009
381, 396.6, 35, 2, 34, 1718.0, 1632, 0.0, 0.0, 86, 35, 4, 701, 0.009, 0, 0.000, 38, 0.000, 0.010
383, 393.6, 35, 2, 34, 1648.0, 1560, 0.0, 0.0, 88, 35, 4, 704, 0.009, 0, 0.000, 38, 0.000, 0.010
385, 394.5, 35, 2, 34, 3326.0, 3238, 0.0, 0.0, 88, 35, 4, 708, 0.009, 0, 0.000, 38, 0.000, 0.010
387, 395.3, 35, 2, 34, 1668.0, 1578, 0.0, 0.0, 90, 35, 4, 713, 0.009, 0, 0.000, 38, 0.000, 0.010
389, 397.4, 35, 2, 34, 1254.0, 1164, 0.0, 0.0, 90, 35, 4, 716, 0.009, 0, 0.000, 38, 0.000, 0.010
391, 398.0, 35, 2, 34, 3916.0, 3826, 0.0, 0.0, 90, 35, 4, 720, 0.009, 0, 0.000, 38, 0.000, 0.010
393, 396.8, 35, 2, 34, 1462.0, 1372, 0.0, 0.0, 90, 35, 4, 722, 0.009, 0, 0.000, 38, 0.000, 0.010
395, 393.9, 35, 2, 34, 1510.0, 1420, 0.0, 0.0, 90, 35, 4, 725, 0.009, 0, 0.000, 38, 0.000, 0.010
397, 398.1, 35, 2, 34, 1632.0, 1542, 0.0, 0.0, 90, 35, 4, 728, 0.009, 0, 0.000, 38, 0.000, 0.010
399, 394.5, 35, 2, 34, 4346.0, 4256, 0.0, 0.0, 90, 35, 4, 732, 0.009, 0, 0.000, 38, 0.000, 0.010
400, 392.8, 35, 2, 34, 1752.0, 1660, 0.0, 0.0, 92, 35, 4, 737, 0.009, 0, 0.000, 38, 0.000, 0.010
402, 397.4, 35, 2, 34, 1490.0, 1398, 0.0, 0.0, 92, 35, 4, 740, 0.010, 0, 0.000, 38, 0.000, 0.010
404, 397.6, 35, 2, 34, 1850.0, 1758, 0.0, 0.0, 92, 35, 4, 743, 0.010, 0, 0.000, 38, 0.000, 0.010
406, 392.9, 35, 2, 34, 3238.0, 3146, 0.0, 0.0, 92, 35, 4, 747, 0.010, 0, 0.000, 38, 0.000, 0.010
408, 395.9, 35, 2, 34, 1972.0, 1880, 0.0, 0.0, 92, 35, 4, 752, 0.010, 0, 0.000, 38, 0.000, 0.010
410, 374.2, 35, 2, 34, 1150.0, 1058, 0.0, 0.0, 92, 35, 4, 758, 0.010, 0, 0.000, 38, 0.000, 0.010
412, 383.9, 35, 2, 34, 2486.0, 2392, 0.0, 0.0, 94, 35, 4, 762, 0.010, 0, 0.000, 38, 0.000, 0.010
414, 397.1, 35, 2, 34, 1472.0, 1378, 0.0, 0.0, 94, 35, 4, 767, 0.010, 0, 0.000, 38, 0.000, 0.010
416, 391.7, 35, 2, 34, 1878.0, 1782, 0.0, 0.0, 96, 35, 4, 770, 0.010, 0, 0.000, 38, 0.000, 0.010
418, 397.2, 35, 2, 34, 1356.0, 1260, 0.0, 0.0, 96, 35, 4, 776, 0.010, 0, 0.000, 38, 0.000, 0.010
420, 390.2, 35, 2, 34, 1556.0, 1460, 0.0, 0.0, 96, 35, 4, 779, 0.010, 0, 0.000, 38, 0.000, 0.011
421, 396.1, 35, 2, 34, 4292.0, 4194, 0.0, 0.0, 98, 35, 4, 783, 0.010, 0, 0.000, 38, 0.000, 0.011
423, 396.0, 35, 2, 34, 4578.0, 4480, 0.0, 0.0, 98, 35, 4, 786, 0.010, 0, 0.000, 38, 0.000, 0.011
425, 395.6, 35, 2, 34, 1468.0, 1368, 0.0, 0.0, 100, 35, 4, 791, 0.010, 0, 0.000, 38, 0.000, 0.011
427, 394.8, 35, 2, 34, 1246.0, 1146, 0.0, 0.0, 100, 35, 4, 797, 0.010, 0, 0.000, 38, 0.000, 0.011
429, 396.5, 35, 2, 34, 1492.0, 1392, 0.0, 0.0, 100, 35, 4, 800, 0.010, 0, 0.000, 38, 0.000, 0.011
431, 390.3, 35, 2, 34, 3212.0, 3110, 0.0, 0.0, 102, 35, 4, 804, 0.010, 0, 0.000, 38, 0.000, 0.011
433, 393.8, 35, 2, 34, 1416.0, 1314, 0.0, 0.0, 102, 35, 4, 809, 0.010, 0, 0.000, 38, 0.000, 0.011
435, 396.0, 35, 2, 34, 1672.0, 1570, 0.0, 0.0, 102, 35, 4, 812, 0.010, 0, 0.000, 38, 0.000, 0.011
437, 398.0, 35, 2, 34, 4260.0, 4158, 0.0, 0.0, 102, 35, 4, 816, 0.010, 0, 0.000, 38, 0.000, 0.011
439, 396.6, 35, 2, 34, 4718.0, 4616, 0.0, 0.0, 102, 35, 4, 819, 0.010, 0, 0.000, 38, 0.000, 0.011
441, 393.5, 35, 2, 34, 4970.0, 4868, 0.0, 0.0, 102, 35, 4, 823, 0.011, 0, 0.000, 38, 0.000, 0.011
443, 394.9, 35, 2, 34, 1596.0, 1494, 0.0, 0.0, 102, 35, 4, 827, 0.011, 0, 0.000, 38, 0.000, 0.011
445, 398.6, 35, 2, 34, 1480.0, 1376, 0.0, 0.0, 104, 35, 4, 833, 0.011, 0, 0.000, 38, 0.000, 0.011
447, 396.0, 35, 2, 34, 1658.0, 1552, 0.0, 0.0, 106, 35, 4, 836, 0.011, 0, 0.000, 39, 0.000, 0.011
449, 397.7, 35, 2, 34, 1212.0, 1154, 0.0, 0.0, 58, 35, 4, 839, 0.011, 0, 0.000, 43, 0.001, 0.011
451, 392.8, 35, 2, 34, 1568.0, 1508, 0.0, 0.0, 60, 35, 4, 842, 0.011, 0, 0.000, 43, 0.001, 0.012
453, 396.8, 35, 2, 34, 3792.0, 3730, 0.0, 0.0, 62, 35, 4, 846, 0.012, 0, 0.000, 43, 0.001, 0.012
455, 394.2, 35, 2, 34, 1452.0, 1388, 0.0, 0.0, 64, 35, 4, 851, 0.012, 0, 0.000, 43, 0.001, 0.012
456, 396.8, 35, 2, 34, 1888.0, 1824, 0.0, 0.0, 64, 35, 4, 854, 0.012, 0, 0.000, 43, 0.001, 0.012
458, 397.2, 35, 2, 34, 1162.0, 1096, 0.0, 0.0, 66, 35, 4, 857, 0.012, 0, 0.000, 43, 0.001, 0.012
460, 393.4, 35, 2, 34, 1346.0, 1280, 0.0, 0.0, 66, 35, 4, 860, 0.012, 0, 0.000, 43, 0.001, 0.012
462, 398.3, 35, 2, 34, 4046.0, 3980, 0.0, 0.0, 66, 35, 4, 864, 0.012, 0, 0.000, 43, 0.001, 0.012
464, 398.8, 35, 2, 34, 4566.0, 4500, 0.0, 0.0, 66, 35, 4, 867, 0.012, 0, 0.000, 43, 0.001, 0.012
466, 396.3, 35, 2, 34, 4904.0, 4838, 0.0, 0.0, 66, 35, 4, 871, 0.012, 0, 0.000, 43, 0.001, 0.012
468, 394.6, 35, 2, 34, 4578.0, 4512, 0.0, 0.0, 66, 35, 4, 873, 0.012, 0, 0.000, 43, 0.001, 0.012
470, 396.3, 35, 2, 34, 1410.0, 1344, 0.0, 0.0, 66, 35, 4, 878, 0.012, 0, 0.000, 43, 0.001, 0.012
472, 399.5, 35, 2, 34, 1786.0, 1720, 0.0, 0.0, 66, 35, 4, 881, 0.012, 0, 0.000, 43, 0.001, 0.012
474, 392.4, 35, 2, 34, 1408.0, 1342, 0.0, 0.0, 66, 35, 4, 884, 0.012, 0, 0.000, 43, 0.001, 0.013
476, 399.0, 35, 2, 34, 1694.0, 1626, 0.0, 0.0, 68, 35, 4, 887, 0.012, 0, 0.000, 43, 0.001, 0.013
478, 401.1, 35, 2, 34, 1726.0, 1658, 0.0, 0.0, 68, 35, 4, 890, 0.012, 0, 0.000, 43, 0.001, 0.013
479, 394.4, 35, 2, 34, 1850.0, 1782, 0.0, 0.0, 68, 35, 4, 893, 0.012, 0, 0.000, 43, 0.001, 0.013
481, 389.7, 35, 2, 34, 1658.0, 1590, 0.0, 0.0, 68, 35, 4, 896, 0.012, 0, 0.000, 43, 0.001, 0.013
483, 395.7, 35, 2, 34, 3798.0, 3730, 0.0, 0.0, 68, 35, 4, 900, 0.012, 0, 0.000, 43, 0.001, 0.013
485, 400.4, 35, 2, 34, 1776.0, 1708, 0.0, 0.0, 68, 35, 4, 905, 0.012, 0, 0.000, 43, 0.001, 0.013
487, 398.1, 35, 2, 34, 3258.0, 3188, 0.0, 0.0, 70, 35, 4, 909, 0.012, 0, 0.000, 43, 0.001, 0.013
489, 390.6, 35, 2, 34, 1680.0, 1608, 0.0, 0.0, 72, 35, 4, 914, 0.012, 0, 0.000, 43, 0.001, 0.013
491, 395.4, 35, 2, 34, 1494.0, 1422, 0.0, 0.0, 72, 35, 4, 917, 0.012, 0, 0.000, 43, 0.001, 0.013
493, 397.1, 35, 2, 34, 3726.0, 3654, 0.0, 0.0, 72, 35, 4, 921, 0.012, 0, 0.000, 43, 0.001, 0.013
495, 390.5, 35, 2, 34, 1878.0, 1806, 0.0, 0.0, 72, 35, 4, 927, 0.013, 0, 0.000, 43, 0.001, 0.013
497, 393.7, 35, 2, 34, 1372.0, 1300, 0.0, 0.0, 72, 35, 4, 932, 0.013, 0, 0.000, 43, 0.001, 0.013
499, 385.1, 35, 2, 34, 1758.0, 1686, 0.0, 0.0, 72, 35, 4, 935, 0.013, 0, 0.000, 43, 0.001, 0.013
501, 394.5, 35, 2, 34, 1280.0, 1208, 0.0, 0.0, 72, 35, 4, 938, 0.013, 0, 0.000, 43, 0.001, 0.013
503, 396.9, 35, 2, 34, 1334.0, 1262, 0.0, 0.0, 72, 35, 4, 941, 0.013, 0, 0.000, 43, 0.001, 0.013
505, 393.6, 35, 2, 34, 1532.0, 1460, 0.0, 0.0, 72, 35, 4, 944, 0.013, 0, 0.000, 43, 0.001, 0.013
506, 397.0, 35, 2, 34, 1382.0, 1310, 0.0, 0.0, 72, 35, 4, 947, 0.013, 0, 0.000, 43, 0.001, 0.013
508, 397.3, 35, 2, 34, 1098.0, 1026, 0.0, 0.0, 72, 35, 4, 953, 0.013, 0, 0.000, 43, 0.001, 0.013
510, 398.2, 35, 2, 34, 1792.0, 1720, 0.0, 0.0, 72, 35, 4, 957, 0.013, 0, 0.000, 43, 0.001, 0.013
512, 396.5, 35, 2, 34, 1772.0, 1698, 0.0, 0.0, 74, 35, 4, 963, 0.013, 0, 0.000, 43, 0.001, 0.014
514, 392.4, 35, 2, 34, 1188.0, 1112, 0.0, 0.0, 76, 35, 4, 968, 0.013, 0, 0.000, 43, 0.001, 0.014
516, 396.8, 35, 2, 34, 1478.0, 1400, 0.0, 0.0, 78, 35, 4, 974, 0.013, 0, 0.000, 43, 0.001, 0.014
518, 395.7, 35, 2, 34, 1722.0, 1644, 0.0, 0.0, 78, 35, 4, 977, 0.013, 0, 0.000, 43, 0.001, 0.014
520, 386.9, 35, 2, 34, 1404.0, 1324, 0.0, 0.0, 80, 35, 4, 983, 0.013, 0, 0.000, 43, 0.001, 0.014
522, 394.4, 35, 2, 34, 3568.0, 3488, 0.0, 0.0, 80, 35, 4, 987, 0.013, 0, 0.000, 43, 0.001, 0.014
524, 397.2, 35, 2, 34, 4352.0, 4272, 0.0, 0.0, 80, 35, 4, 990, 0.013, 0, 0.000, 43, 0.001, 0.014
526, 393.0, 35, 2, 34, 1444.0, 1364, 0.0, 0.0, 80, 35, 4, 995, 0.013, 0, 0.000, 43, 0.001, 0.014
528, 396.7, 35, 2, 34, 1810.0, 1730, 0.0, 0.0, 80, 35, 4, 998, 0.013, 0, 0.000, 43, 0.001, 0.014
530, 397.2, 35, 2, 34, 1308.0, 1228, 0.0, 0.0, 80, 35, 4, 1004, 0.014, 0, 0.000, 43, 0.001, 0.014
532, 395.1, 35, 2, 34, 1260.0, 1180, 0.0, 0.0, 80, 35, 4, 1007, 0.014, 0, 0.000, 43, 0.001, 0.014
534, 395.7, 35, 2, 34, 1732.0, 1652, 0.0, 0.0, 80, 35, 4, 1010, 0.014, 0, 0.000, 43, 0.001, 0.014
536, 401.2, 35, 2, 34, 3526.0, 3444, 0.0, 0.0, 82, 35, 4, 1014, 0.014, 0, 0.000, 43, 0.001, 0.014
538, 399.3, 35, 2, 34, 1538.0, 1454, 0.0, 0.0, 84, 35, 4, 1019, 0.014, 0, 0.000, 43, 0.001, 0.014
539, 401.0, 35, 2, 34, 1424.0, 1340, 0.0, 0.0, 84, 35, 4, 1022, 0.014, 0, 0.000, 43, 0.001, 0.014
541, 398.4, 35, 2, 34, 2024.0, 1940, 0.0, 0.0, 84, 35, 4, 1026, 0.014, 0, 0.000, 43, 0.001, 0.014
543, 397.5, 35, 2, 34, 1150.0, 1066, 0.0, 0.0, 84, 35, 4, 1031, 0.014, 0, 0.000, 43, 0.001, 0.014
545, 393.5, 35, 2, 34, 1536.0, 1452, 0.0, 0.0, 84, 35, 4, 1034, 0.014, 0, 0.000, 43, 0.001, 0.014
547, 394.1, 35, 2, 34, 1318.0, 1232, 0.0, 0.0, 86, 35, 4, 1037, 0.014, 0, 0.000, 43, 0.001, 0.015
549, 392.8, 35, 2, 34, 1574.0, 1488, 0.0, 0.0, 86, 35, 4, 1040, 0.014, 0, 0.000, 43, 0.001, 0.015
551, 402.4, 35, 2, 34, 1538.0, 1452, 0.0, 0.0, 86, 35, 4, 1043, 0.014, 0, 0.000, 43, 0.001, 0.015
553, 397.8, 35, 2, 34, 3518.0, 3432, 0.0, 0.0, 86, 35, 4, 1047, 0.014, 0, 0.000, 43, 0.001, 0.015
555, 398.9, 35, 2, 34, 1382.0, 1296, 0.0, 0.0, 86, 35, 4, 1052, 0.014, 0, 0.000, 43, 0.001, 0.015
557, 398.3, 35, 2, 34, 3960.0, 3872, 0.0, 0.0, 88, 35, 4, 1056, 0.014, 0, 0.000, 43, 0.001, 0.015
559, 396.8, 35, 2, 34, 1560.0, 1472, 0.0, 0.0, 88, 35, 4, 1061, 0.014, 0, 0.000, 43, 0.001, 0.015
561, 393.6, 35, 2, 34, 1374.0, 1286, 0.0, 0.0, 88, 35, 4, 1064, 0.014, 0, 0.000, 43, 0.001, 0.015
562, 393.0, 35, 2, 34, 2616.0, 2526, 0.0, 0.0, 90, 35, 4, 1068, 0.014, 0, 0.000, 43, 0.001, 0.015
564, 397.5, 35, 2, 34, 1774.0, 1684, 0.0, 0.0, 90, 35, 4, 1073, 0.014, 0, 0.000, 43, 0.001, 0.015
566, 399.4, 35, 2, 34, 1392.0, 1298, 0.0, 0.0, 94, 35, 4, 1079, 0.015, 0, 0.000, 43, 0.001, 0.015
568, 391.7, 35, 2, 34, 1692.0, 1598, 0.0, 0.0, 94, 35, 4, 1082, 0.015, 0, 0.000, 43, 0.001, 0.015
570, 394.8, 35, 2, 34, 1434.0, 1338, 0.0, 0.0, 96, 35, 4, 1085, 0.015, 0, 0.000, 46, 0.001, 0.015
572, 398.0, 35, 2, 34, 1122.0, 1062, 0.0, 0.0, 60, 35, 4, 1088, 0.015, 0, 0.000, 48, 0.001, 0.015
574, 386.8, 35, 2, 34, 4922.0, 4862, 0.0, 0.0, 60, 35, 4, 1089, 0.015, 0, 0.000, 48, 0.001, 0.015
576, 398.3, 35, 2, 34, 1560.0, 1500, 0.0, 0.0, 60, 35, 4, 1091, 0.015, 0, 0.000, 48, 0.001, 0.015
578, 399.3, 35, 2, 34, 1232.0, 1172, 0.0, 0.0, 60, 35, 4, 1094, 0.015, 0, 0.000, 48, 0.001, 0.015
580, 395.5, 35, 2, 34, 1534.0, 1474, 0.0, 0.0, 60, 35, 4, 1097, 0.015, 0, 0.000, 48, 0.001, 0.015
582, 396.3, 35, 2, 34, 3352.0, 3292, 0.0, 0.0, 60, 35, 4, 1101, 0.015, 0, 0.000, 48, 0.001, 0.015
584, 397.6, 35, 2, 34, 1444.0, 1384, 0.0, 0.0, 60, 35, 4, 1106, 0.015, 0, 0.000, 48, 0.001, 0.015
585, 393.1, 35, 2, 34, 1930.0, 1870, 0.0, 0.0, 60, 35, 4, 1109, 0.015, 0, 0.000, 48, 0.001, 0.016
587, 398.0, 35, 2, 34, 3296.0, 3234, 0.0, 0.0, 62, 35, 4, 1116, 0.015, 0, 0.000, 48, 0.001, 0.016
589, 393.7, 35, 2, 34, 4402.0, 4338, 0.0, 0.0, 64, 35, 4, 1119, 0.015, 0, 0.000, 48, 0.001, 0.016
591, 390.4, 35, 2, 34, 5188.0, 5124, 0.0, 0.0, 64, 35, 4, 1122, 0.015, 0, 0.000, 48, 0.001, 0.016
593, 397.2, 35, 2, 34, 1452.0, 1388, 0.0, 0.0, 64, 35, 4, 1127, 0.015, 0, 0.000, 48, 0.001, 0.016
595, 395.5, 35, 2, 34, 1878.0, 1814, 0.0, 0.0, 64, 35, 4, 1130, 0.015, 0, 0.000, 48, 0.001, 0.016
597, 398.4, 35, 2, 34, 1318.0, 1254, 0.0, 0.0, 64, 35, 4, 1136, 0.015, 0, 0.000, 48, 0.001, 0.016
599, 397.3, 35, 2, 34, 1516.0, 1452, 0.0, 0.0, 64, 35, 4, 1139, 0.015, 0, 0.000, 48, 0.001, 0.016
601, 396.6, 35, 2, 34, 1520.0, 1454, 0.0, 0.0, 66, 35, 4, 1142, 0.015, 0, 0.000, 48, 0.001, 0.016
603, 397.0, 35, 2, 34, 4496.0, 4430, 0.0, 0.0, 66, 35, 4, 1146, 0.015, 0, 0.000, 48, 0.001, 0.016
605, 394.1, 35, 2, 34, 4832.0, 4766, 0.0, 0.0, 66, 35, 4, 1149, 0.015, 0, 0.000, 48, 0.001, 0.016
607, 394.7, 35, 2, 34, 4658.0, 4592, 0.0, 0.0, 66, 35, 4, 1152, 0.015, 0, 0.000, 48, 0.001, 0.016
609, 393.5, 35, 2, 34, 4690.0, 4624, 0.0, 0.0, 66, 35, 4, 1155, 0.015, 0, 0.000, 48, 0.001, 0.016
611, 396.5, 35, 2, 34, 1470.0, 1404, 0.0, 0.0, 66, 35, 4, 1160, 0.016, 0, 0.000, 48, 0.001, 0.016
613, 397.6, 35, 2, 34, 1752.0, 1686, 0.0, 0.0, 66, 35, 4, 1163, 0.016, 0, 0.000, 48, 0.001, 0.016
614, 390.6, 35, 2, 34, 2136.0, 2068, 0.0, 0.0, 68, 35, 4, 1166, 0.016, 0, 0.000, 48, 0.001, 0.016
616, 403.5, 35, 2, 34, 3322.0, 3254, 0.0, 0.0, 68, 35, 4, 1173, 0.016, 0, 0.000, 48, 0.001, 0.016
618, 399.3, 35, 2, 34, 1862.0, 1792, 0.0, 0.0, 70, 35, 4, 1178, 0.016, 0, 0.000, 48, 0.001, 0.016
620, 398.9, 35, 2, 34, 2026.0, 1954, 0.0, 0.0, 72, 35, 4, 1185, 0.016, 0, 0.000, 48, 0.001, 0.016
622, 390.3, 35, 2, 34, 1190.0, 1118, 0.0, 0.0, 72, 35, 4, 1190, 0.016, 0, 0.000, 48, 0.001, 0.017
624, 396.6, 35, 2, 34, 1532.0, 1460, 0.0, 0.0, 72, 35, 4, 1193, 0.016, 0, 0.000, 48, 0.001, 0.017
626, 393.6, 35, 2, 34, 1516.0, 1442, 0.0, 0.0, 74, 35, 4, 1196, 0.016, 0, 0.000, 48, 0.001, 0.017
628, 398.3, 35, 2, 34, 1734.0, 1660, 0.0, 0.0, 74, 35, 4, 1199, 0.016, 0, 0.000, 48, 0.001, 0.017
630, 394.3, 35, 2, 34, 1324.0, 1250, 0.0, 0.0, 74, 35, 4, 1202, 0.016, 0, 0.000, 48, 0.001, 0.017
632, 395.2, 35, 2, 34, 1342.0, 1268, 0.0, 0.0, 74, 35, 4, 1205, 0.016, 0, 0.000, 48, 0.001, 0.017
634, 394.2, 35, 2, 34, 1404.0, 1330, 0.0, 0.0, 74, 35, 4, 1208, 0.016, 0, 0.000, 48, 0.001, 0.017
636, 397.2, 35, 2, 34, 1900.0, 1826, 0.0, 0.0, 74, 35, 4, 1211, 0.016, 0, 0.000, 48, 0.001, 0.017
638, 394.9, 35, 2, 34, 1244.0, 1170, 0.0, 0.0, 74, 35, 4, 1217, 0.016, 0, 0.000, 48, 0.001, 0.017
640, 394.6, 35, 2, 34, 1416.0, 1342, 0.0, 0.0, 74, 35, 4, 1220, 0.016, 0, 0.000, 48, 0.001, 0.017
642, 395.6, 35, 2, 34, 1584.0, 1508, 0.0, 0.0, 76, 35, 4, 1223, 0.016, 0, 0.000, 48, 0.001, 0.017
644, 393.9, 35, 2, 34, 1668.0, 1592, 0.0, 0.0, 76, 35, 4, 1226, 0.016, 0, 0.000, 48, 0.001, 0.017
646, 399.6, 35, 2, 34, 1416.0, 1338, 0.0, 0.0, 78, 35, 4, 1232, 0.016, 0, 0.000, 48, 0.001, 0.017
648, 394.4, 35, 2, 34, 1328.0, 1250, 0.0, 0.0, 78, 35, 4, 1235, 0.016, 0, 0.000, 48, 0.001, 0.017
650, 401.8, 35, 2, 34, 1356.0, 1278, 0.0, 0.0, 78, 35, 4, 1238, 0.017, 0, 0.000, 48, 0.001, 0.017
652, 396.0, 35, 2, 34, 1448.0, 1370, 0.0, 0.0, 78, 35, 4, 1241, 0.017, 0, 0.000, 48, 0.001, 0.017
654, 397.6, 35, 2, 34, 1498.0, 1420, 0.0, 0.0, 78, 35, 4, 1244, 0.017, 0, 0.000, 48, 0.001, 0.017
656, 397.9, 35, 2, 34, 1698.0, 1620, 0.0, 0.0, 78, 35, 4, 1247, 0.017, 0, 0.000, 48, 0.001, 0.017
657, 393.9, 35, 2, 34, 1648.0, 1570, 0.0, 0.0, 78, 35, 4, 1250, 0.017, 0, 0.000, 48, 0.001, 0.017
659, 395.9, 35, 2, 34, 1628.0, 1548, 0.0, 0.0, 80, 35, 4, 1253, 0.017, 0, 0.000, 48, 0.001, 0.017
661, 394.3, 35, 2, 34, 1510.0, 1430, 0.0, 0.0, 80, 35, 4, 1256, 0.017, 0, 0.000, 48, 0.001, 0.017
663, 396.0, 35, 2, 34, 1868.0, 1788, 0.0, 0.0, 80, 35, 4, 1259, 0.017, 0, 0.000, 48, 0.001, 0.017
665, 399.3, 35, 2, 34, 3266.0, 3186, 0.0, 0.0, 80, 35, 4, 1262, 0.017, 0, 0.000, 49, 0.001, 0.017
667, 395.8, 35, 2, 34, 1468.0, 1396, 0.0, 0.0, 72, 35, 4, 1262, 0.017, 0, 0.000, 53, 0.001, 0.018
669, 394.9, 35, 2, 34, 1352.0, 1292, 0.0, 0.0, 60, 35, 4, 1265, 0.017, 0, 0.000, 53, 0.001, 0.018
670, 390.8, 35, 2, 34, 1506.0, 1446, 0.0, 0.0, 60, 35, 4, 1268, 0.017, 0, 0.000, 53, 0.001, 0.018
672, 397.4, 35, 2, 34, 2006.0, 1946, 0.0, 0.0, 60, 35, 4, 1271, 0.017, 0, 0.000, 53, 0.001, 0.018
674, 391.3, 35, 2, 34, 1352.0, 1292, 0.0, 0.0, 60, 35, 4, 1277, 0.017, 0, 0.000, 53, 0.001, 0.018
676, 394.8, 35, 2, 34, 1632.0, 1570, 0.0, 0.0, 62, 35, 4, 1280, 0.017, 0, 0.000, 53, 0.001, 0.018
678, 396.4, 35, 2, 34, 3392.0, 3330, 0.0, 0.0, 62, 35, 4, 1284, 0.017, 0, 0.000, 53, 0.001, 0.018
680, 397.0, 35, 2, 34, 1388.0, 1324, 0.0, 0.0, 64, 35, 4, 1289, 0.017, 0, 0.000, 53, 0.001, 0.018
682, 393.0, 35, 2, 34, 1544.0, 1480, 0.0, 0.0, 64, 35, 4, 1292, 0.017, 0, 0.000, 53, 0.001, 0.018
684, 389.0, 35, 2, 34, 1862.0, 1798, 0.0, 0.0, 64, 35, 4, 1295, 0.017, 0, 0.000, 53, 0.001, 0.018
686, 396.9, 35, 2, 34, 1474.0, 1410, 0.0, 0.0, 64, 35, 4, 1301, 0.017, 0, 0.000, 53, 0.001, 0.018
688, 397.6, 35, 2, 34, 1840.0, 1776, 0.0, 0.0, 64, 35, 4, 1304, 0.017, 0, 0.000, 53, 0.001, 0.018
690, 396.3, 35, 2, 34, 3608.0, 3542, 0.0, 0.0, 66, 35, 4, 1308, 0.017, 0, 0.000, 53, 0.001, 0.018
692, 393.9, 35, 2, 34, 1298.0, 1232, 0.0, 0.0, 66, 35, 4, 1313, 0.017, 0, 0.000, 53, 0.001, 0.018
694, 396.6, 35, 2, 34, 1292.0, 1226, 0.0, 0.0, 66, 35, 4, 1316, 0.017, 0, 0.000, 53, 0.001, 0.018
695, 397.2, 35, 2, 34, 1638.0, 1572, 0.0, 0.0, 66, 35, 4, 1319, 0.018, 0, 0.000, 53, 0.001, 0.018
697, 395.9, 35, 2, 34, 4012.0, 3942, 0.0, 0.0, 70, 35, 4, 1323, 0.018, 0, 0.000, 53, 0.001, 0.018
699, 397.4, 35, 2, 34, 4588.0, 4518, 0.0, 0.0, 70, 35, 4, 1326, 0.018, 0, 0.000, 53, 0.001, 0.018
701, 393.6, 35, 2, 34, 4308.0, 4238, 0.0, 0.0, 70, 35, 4, 1329, 0.018, 0, 0.000, 53, 0.001, 0.018
703, 393.7, 35, 2, 34, 1566.0, 1496, 0.0, 0.0, 70, 35, 4, 1334, 0.018, 0, 0.000, 53, 0.001, 0.018
705, 395.0, 35, 2, 34, 1696.0, 1624, 0.0, 0.0, 72, 35, 4, 1337, 0.018, 0, 0.000, 53, 0.001, 0.018
